CUSTOMER_ID,REGION,AGE,PARENT,OCCUPATION,MOBILE_APP_USER,CARD_COLOUR,CREDIT_LIMIT,SPEND_M1_TRAVEL,SPEND_M1_GROCERY,SPEND_M1_OTHER,SPEND_M2_TRAVEL,SPEND_M2_GROCERY,SPEND_M2_OTHER,SPEND_M3_TOTAL
2001,England,62,0,Employed,1,Black,250,0,21.38,14.8,28.19,23.71,22.15,90.47
2002,England,39,0,Unemployed,1,Black,1000,6.54,3.43,3.87,36.18,19.02,21.42,34.44
2003,Wales,22,0,Student,1,Red,250,5.57,29.07,3.14,8.32,17.19,4.69,20.56
2004,England,47,1,Employed,1,Black,250,34.86,70.36,10.72,41.76,60.62,0,58.7
2005,England,65,0,Retired,1,Red,250,64.05,32.72,63.54,32.16,38.4,76.82,115.56
2006,England,39,1,Student,1,Red,250,10.86,47.94,9.38,13.87,47.82,23.15,89.63
2007,England,55,0,Employed,1,Black,250,16.02,7.73,49.55,52.76,11.98,72.8,113.27
2008,England,49,0,Employed,0,Black,500,29.22,0,0,29.97,0,93.35,85.94
2009,England,49,1,Student,1,Black,250,0,43.74,48.39,0,50.48,39.52,128.37
2010,England,20,1,Student,1,Black,500,30.59,88.38,4.69,0,97.03,4.45,97.19
2011,England,93,0,Unemployed,1,Black,250,36.42,11.22,42.8,0,14.92,45.96,111.11
2012,England,56,0,Unemployed,0,Black,250,3.92,13.22,3.79,2,6.75,1.93,14.27
2013,Scotland,21,1,Employed,1,Red,250,71.03,41.49,5.03,50.81,46.17,3.58,102.95
2014,England,58,1,Employed,1,Black,500,63.12,152.71,29.08,107.98,122.01,21.32,249.89
2015,England,46,1,Employed,0,Blue,250,8.58,19.99,9.89,7.68,17.91,8.86,20.75
2016,England,56,0,Retired,0,Black,250,6.53,19.15,3.05,2.44,7.16,1.14,27.23
2017,England,53,0,Employed,1,Blue,500,34.12,37.14,8.68,39.35,42.84,30.82,71.15
2018,Scotland,20,0,Student,1,Red,500,10.21,10.53,10.77,19.82,20.45,20.91,88.14
2019,Scotland,42,0,Self-employed,1,Black,1000,54.79,34.46,19.89,80.03,44.8,29.05,50.35
2020,England,49,0,Unemployed,1,Red,1000,15.97,5.99,6.12,143.29,53.73,54.91,108.37
2021,England,71,0,Retired,1,Blue,250,7.79,15.85,6.29,2.66,5.41,2.15,33.4
2022,England,70,0,Unemployed,1,Red,250,62.28,15.95,57.12,36.04,20.6,48.58,119.93
2023,England,38,1,Student,1,Red,250,0,39.33,27.7,0,46.42,4.43,115.69
2024,England,67,0,Self-employed,1,Red,500,108.19,76.42,192.34,102.78,65.88,43.39,203.17
2025,England,45,1,Employed,1,Black,1000,256.1,294.59,12.3,224.48,226.81,200.78,359.88
2026,England,50,1,Employed,1,Red,250,20.24,61.82,59.06,23.01,56.53,62.95,81.03
2027,England,46,0,Student,1,Blue,1000,42.89,25.15,23.45,70.87,41.57,38.76,135.12
2028,England,33,1,Employed,1,Black,1000,287.52,193.84,33.72,172.01,196.92,3.16,307.23
2029,England,48,0,Self-employed,1,Red,250,20,4.85,59.4,18.04,7.16,35.97,43.23
2030,England,59,0,Unemployed,0,Black,500,23.5,45.14,39.85,0,0,0,100.03
2031,England,26,0,Employed,1,Red,250,56.03,1.89,6.64,0,6.63,15.84,24.76
2032,Wales,23,0,Unemployed,1,Red,250,4.89,9.64,4.31,5.01,9.9,4.42,16.67
2033,England,49,0,Employed,1,Red,1000,0,0,237.37,134.68,0,69.07,365.24
2034,Wales,54,1,Employed,1,Blue,500,91.13,105.99,97.29,30.48,106.25,81.26,239.19
2036,England,59,0,Student,1,Red,500,54.26,72.47,71.61,103.76,56.76,3.88,195.51
2037,Scotland,28,0,Student,1,Black,500,11.86,75.14,11.73,15.82,20.17,15.65,58.68
2038,England,42,0,Self-employed,1,Blue,250,10.72,35.75,8.6,5.1,36.98,4.09,64.33
2039,England,27,0,Unemployed,1,Blue,1000,49.5,26.61,28.37,60.36,32.45,34.6,97.69
2040,England,44,0,Student,1,Red,500,36.95,41.32,19.69,2.68,3,1.43,18.63
2041,England,33,0,Self-employed,0,Red,500,22.73,26.09,25.24,9.08,10.42,10.08,146.93
2042,England,55,1,Employed,1,Red,250,53.65,53.66,19.05,36.18,40.23,73.26,110.01
2043,Northern Ireland,51,0,Employed,0,Black,250,57.23,2.16,2.39,64.39,14.05,26.74,94.52
2044,England,62,0,Employed,0,Red,500,80.95,20.59,127.01,79.69,51.22,76.4,289.45
2045,England,58,0,Employed,1,Black,250,12.37,29.56,14.25,41.83,43.9,75.32,86.32
2046,Wales,65,0,Unemployed,1,Black,250,0,9.97,0,0,13.6,0,11.68
2047,England,42,0,Employed,1,Black,1000,247,116.08,147.39,280.14,125.31,97.47,359.42
2048,England,53,1,Employed,1,Black,500,124.22,109.23,24.87,0,96.67,39.16,251.9
2049,England,23,1,Student,1,Black,250,33.38,0,6.28,43.41,47.12,7.87,70.9
2050,Scotland,50,0,Self-employed,0,Red,500,35.45,33.81,27.21,44.28,40.41,32.52,68.14
2051,England,47,1,Student,1,Black,500,0,153.18,17.29,0,137.05,19.33,156.52
2052,England,51,1,Unemployed,1,Red,500,1.39,2.6,1.06,13.51,25.14,10.23,59.23
2053,England,53,0,Retired,1,Black,500,25.86,34.53,22.43,10.64,14.21,9.23,64.67
2054,England,32,0,Self-employed,1,Red,500,0,0,0,40.97,51.6,21.96,51.7
2055,England,59,1,Employed,1,Black,250,35.98,58.24,30.11,23.61,48.93,79.51,126.52
2056,Scotland,31,1,Employed,1,Black,500,137.15,116.64,14.65,62.33,95.5,9.94,127.29
2057,Scotland,49,1,Unemployed,1,Red,1000,0,0,0,0,0,0,335.37
2058,England,36,0,Student,1,Red,250,4.76,8.21,5.01,6.17,10.64,6.49,41.43
2059,Scotland,49,0,Self-employed,1,Blue,1000,128.11,85.06,67.07,102.88,68.31,53.86,106.85
2060,Scotland,48,0,Unemployed,1,Black,250,27.96,0.04,36.32,12.98,4.21,36.47,68.59
2061,England,45,0,Unemployed,1,Black,500,7.94,32.14,34.14,17.26,20.7,21.99,35.03
2062,England,34,1,Employed,1,Black,500,60.19,85.59,63.36,121.6,96.93,42.59,198.51
2063,England,39,0,Student,1,Black,1000,37.84,16.75,16.87,104.63,46.31,46.65,71.39
2064,England,42,1,Employed,1,Black,250,32.82,66.65,0,56.14,67.45,0,113.99
2065,England,70,0,Employed,0,Black,250,54.89,0.18,50.33,55.78,0,94.68,70.02
2066,England,21,0,Student,1,Red,500,13.74,13.22,9.93,18.35,17.65,13.26,42.38
2067,Wales,50,0,Self-employed,1,Black,500,40.48,68.22,29.37,0,0,0,80.9
2068,England,33,0,Student,1,Red,250,29.89,25.45,2.27,25.55,38.69,14.7,74.5
2069,England,54,1,Employed,1,Black,250,14.76,42.83,34.04,28.22,51.76,48.52,117.45
2070,England,67,0,Employed,1,Black,500,70.48,0.4,0,21.16,0,28.98,10.57
2071,England,19,0,Employed,1,Black,500,0,0,2.79,60.45,62.92,0,119.76
2072,England,29,1,Unemployed,1,Black,250,71.49,70.78,0.93,40.24,55.78,2.02,89.71
2073,England,80,0,Employed,1,Red,500,129.31,62.86,10.51,0,47.21,8.37,202.25
2074,England,59,0,Self-employed,1,Blue,500,44.4,40.47,28.31,68.57,62.5,33.93,137.71
2075,England,31,0,Student,1,Red,500,33.99,19.74,20.11,17.94,10.42,10.61,55.09
2076,Wales,70,0,Employed,0,Blue,500,0,60.44,0,99.44,69.22,0,106.72
2077,Wales,18,0,Student,1,Blue,250,0,6.32,0,34.48,15.25,0,39.73
2078,England,32,0,Student,0,Blue,250,6.19,13.77,7.46,10.03,22.32,12.09,27.97
2079,England,50,0,Employed,1,Red,1000,28.22,118.82,78.8,20.43,147.71,202.07,246.28
2080,England,32,0,Self-employed,1,Black,250,0,0,0,26.16,49.67,6.68,31.46
2081,England,44,0,Employed,1,Red,1000,69.46,57.9,43.15,0,0,0,153.23
2082,England,59,0,Retired,0,Blue,500,18.25,65.24,31.59,23.14,38.38,24.08,61.37
2083,England,63,0,Self-employed,0,Red,500,28.12,45.69,25.63,15.18,24.66,13.83,61.74
2084,England,43,0,Employed,1,Black,1000,68.3,0,51.5,163.07,0,75.31,245.39
2086,England,59,0,Employed,1,Red,250,0,1.22,55.63,27.22,0.98,3.93,113.33
2087,England,47,1,Unemployed,1,Red,250,61.54,66.56,5.32,42.47,57.78,15.76,124.64
2088,Northern Ireland,51,0,Employed,0,Red,1000,52.78,131.07,96.25,44.42,98.87,186.24,392.09
2089,Scotland,47,1,Employed,1,Red,1000,0,233.28,119.26,141.04,171.48,180.09,417.17
2091,England,45,1,Unemployed,1,Black,500,136.44,96.71,54.11,40.98,105.12,12.45,170.8
2092,England,29,1,Employed,1,Red,250,0,0,9.69,49.56,40.52,12.13,84.41
2093,England,46,0,Unemployed,1,Red,250,10.81,16.43,5.53,14.74,22.41,7.54,27.93
2094,England,38,1,Employed,1,Black,250,42.7,0,26.92,31.49,45.99,25.3,70.25
2095,England,51,0,Retired,0,Black,500,0,3.56,0,0,18.75,0,16.39
2096,England,57,0,Employed,1,Red,1000,178.05,93.46,137.88,212.13,148.13,103.36,268.15
2097,England,42,0,Self-employed,0,Blue,250,9.21,22.2,3.02,4.34,10.47,1.43,45.89
2098,England,46,0,Student,1,Black,250,0,35.04,36.63,0,45.6,18.11,58.22
2099,Northern Ireland,64,0,Retired,0,Black,1000,149.51,0,31.82,154.22,0,143.94,505.84
2100,England,30,1,Employed,1,Red,500,107.11,131.38,40.7,112.13,110.89,1.3,235.17
2101,England,72,1,Retired,1,Black,1000,12.12,6.85,9.42,44.3,25.02,34.42,41.37
2102,England,70,0,Retired,1,Red,500,113.58,36.82,7.13,66.84,70.15,7.43,127.58
2103,England,47,0,Employed,1,Blue,250,6.6,14.31,4.01,14.47,31.37,8.8,39.9
2104,England,47,0,Employed,1,Red,500,26.18,68.9,0,8.89,92.38,46.32,244.78
2105,England,49,0,Student,1,Black,250,46.08,16.05,34.51,64.39,12.79,17.81,77.46
2106,England,54,0,Student,1,Black,500,25.37,26.7,15.12,53.16,51.38,61.11,133.24
2107,England,29,0,Student,1,Blue,250,7,21.51,8.94,3.52,28.79,4.5,25.25
2108,England,67,0,Retired,1,Black,1000,95.61,81.12,34.74,0,0,0,300
2109,Scotland,35,1,Unemployed,1,Black,500,4.73,111.27,26.78,8.97,88.23,4.94,172.81
2110,England,36,0,Student,1,Black,1000,65.64,34.9,13.02,0.61,0.32,0.12,157.65
2111,England,67,0,Employed,0,Red,500,88.19,4.73,29.43,123.3,0,43.12,281.67
2112,Scotland,44,0,Self-employed,0,Black,250,2.83,6.55,1.36,11.41,26.41,5.49,3.58
2113,England,54,1,Retired,0,Blue,250,9.72,16.97,7.65,11.95,20.86,9.4,31.85
2114,England,66,0,Retired,1,Blue,500,25.32,50.87,35.25,29.8,59.88,41.49,35.82
2115,England,61,0,Retired,0,Black,1000,86.31,4.36,3.62,114.51,52.65,43.73,32.94
2116,England,61,0,Student,1,Black,1000,207.82,15.91,228.36,149.96,73.27,131.18,247.4
2117,England,53,1,Retired,0,Red,250,0,0,0,0,0,0,0
2118,England,31,0,Student,1,Black,250,8.75,15.44,6.43,2.61,4.6,1.91,40.64
2119,England,46,0,Student,1,Black,500,25.13,27.67,26.4,0,0,0,89.13
2120,England,43,0,Student,1,Red,500,0,19.72,65.21,0,53.9,48.07,44.93
2121,England,33,1,Employed,1,Black,500,135.58,103,13.62,141.02,110.72,53.19,217
2122,England,63,1,Student,1,Black,250,0,0,43.52,0,0,0,0
2123,England,53,1,Employed,1,Red,250,0,0,14.43,15.83,72.58,14.63,113.91
2124,Scotland,32,0,Student,0,Black,250,0,0,0,0,0,0,0
2125,England,36,0,Employed,1,Black,500,119.49,70.28,1.79,58.96,78.02,2.2,170.59
2126,England,19,0,Student,1,Red,250,3.86,7.75,0.57,3.46,6.94,2.73,20.65
2127,England,48,0,Employed,1,Red,500,18.46,32.62,18.32,0,60.35,101.06,113.25
2128,Scotland,47,0,Student,1,Black,250,2.96,4.23,1.02,12.64,18.05,4.36,22.77
2129,England,64,0,Retired,0,Black,250,72.66,32.38,68.01,24.8,42.37,25.64,63.66
2130,England,62,0,Student,1,Red,250,3.58,2.02,47.51,18.59,3.99,7.73,63.49
2131,England,45,0,Unemployed,1,Blue,250,0,12.78,0,0,17.86,0,20.59
2132,England,43,0,Student,0,Red,250,8.84,13.42,6.88,5.2,6.54,3.35,27.12
2133,England,22,1,Employed,1,Red,250,0,76.19,5.21,0,63.24,2.09,116.61
2134,England,31,1,Student,1,Red,500,33.68,79.44,39.45,106.89,76.72,37.49,99.98
2135,England,30,1,Employed,0,Red,500,99.94,0,11.99,30.39,111.91,19.97,57.91
2136,England,56,0,Employed,1,Black,250,70.95,28.75,5.17,40.53,40.69,22.21,95.2
2137,England,26,1,Student,1,Red,500,145.49,88.63,2,69.03,92.85,13.46,123.2
2138,England,30,0,Unemployed,1,Red,1000,118.8,57.06,0,193.06,0,0,319.36
2139,England,81,0,Employed,1,Black,1000,51.34,18.4,395.02,0,33.89,0,238.12
2140,Scotland,18,0,Student,1,Black,250,62.99,27.11,0,34.43,0,0,51.74
2141,England,31,1,Student,1,Black,1000,66.74,0,0,114.76,238.63,58.21,476.75
2142,England,21,0,Student,1,Red,1000,73.47,19.88,33.19,19.46,5.27,8.79,129.65
2143,England,61,0,Retired,0,Red,500,13.66,35.98,21.39,8.47,12.05,13.27,68.9
2144,England,61,0,Student,1,Red,250,4.08,24.57,13.29,0,28.55,0,97.52
2145,England,41,1,Unemployed,1,Red,1000,188.47,258.96,77.04,228.12,199.47,45.1,333.3
2146,England,55,0,Retired,1,Blue,250,12.16,20.8,7.57,8.86,15.16,5.52,19.84
2147,Scotland,49,0,Employed,1,Red,500,49.82,51.09,55.69,25.51,51.16,39.19,190.93
2148,Scotland,30,1,Employed,1,Red,500,0,121.5,40.35,101.15,80.02,36.55,197.03
2149,England,37,1,Employed,1,Black,250,48.3,52.02,14.92,48.86,52.73,20.71,101.38
2150,Wales,29,1,Employed,1,Blue,250,55.94,69.07,11.81,47.36,60.95,8.95,115.57
2151,Scotland,53,0,Retired,0,Black,250,8.37,17.58,11.14,1.14,2.4,1.52,45.68
2152,England,42,0,Unemployed,1,Red,500,10.66,16.77,10.83,23.38,49.41,23.76,54.87
2153,England,25,1,Employed,0,Red,500,28.81,86.22,0,103.31,89.51,12.53,98.63
2154,England,66,0,Employed,0,Red,250,34.61,0,0,59.33,0,0,55.31
2155,England,31,1,Employed,1,Red,1000,157.93,162.07,35.87,126.44,172.35,74.35,253.53
2156,England,32,0,Student,1,Black,1000,74.44,55.6,53.23,43.81,32.72,31.33,160.4
2157,England,58,1,Employed,0,Black,250,51.04,43.76,70.09,43.1,44.77,30.45,111.29
2158,England,56,1,Retired,1,Blue,250,13.37,28.95,5.14,11.7,25.34,4.5,36.73
2159,England,52,1,Student,1,Black,250,6.67,77.87,52.43,20.71,63.88,40.19,114.8
2160,England,24,0,Student,0,Red,250,9.24,19.34,8.51,0.68,1.43,0.63,13.21
2161,England,31,0,Student,1,Black,250,5.54,14.79,3.86,1.2,26.8,2.67,12.95
2162,England,18,0,Student,1,Black,250,1.57,4.51,0,23.91,14.9,0,59.78
2163,England,18,0,Student,1,Red,250,25.99,0,0,37.08,0,0,102.42
2164,England,82,0,Retired,1,Black,250,62.04,0,45.55,46.59,0,33.1,85.11
2165,Scotland,52,0,Employed,1,Red,250,56.24,0,67.32,18.95,21.01,33.17,33.28
2166,England,52,1,Student,0,Red,250,0,60.62,31.19,50.16,45.17,14.63,122.11
2167,England,77,0,Unemployed,1,Red,1000,0,83.06,277.2,212.77,65.6,236.4,213.1
2168,Scotland,52,1,Employed,1,Red,1000,269.85,160.15,0,180.53,118.02,0,164.55
2169,England,44,0,Unemployed,1,Blue,1000,0,47.37,0,0,26.72,0,34.65
2170,England,24,1,Employed,0,Red,250,5.5,16.07,4.28,2.34,6.84,1.82,35.79
2171,England,64,0,Retired,0,Black,250,2.89,12.8,6.24,0.79,3.52,1.71,51.69
2172,England,22,0,Student,1,Red,250,22.37,20.55,2.19,0,19.37,5.61,20.22
2173,England,51,1,Employed,1,Red,250,16.09,40.37,62.29,29.57,45.75,35.79,65.98
2174,England,45,1,Student,1,Black,250,0,0,0,10.49,33.03,14.66,59.74
2175,England,23,0,Student,1,Black,250,2.29,4.27,1.37,12.96,24.14,7.71,3.02
2176,England,46,0,Employed,1,Red,1000,41.91,144.32,137.08,201.46,159.74,173.81,416.93
2177,England,47,0,Student,1,Blue,500,17.45,43.68,33.21,4.55,11.4,8.66,29.48
2178,England,24,1,Student,1,Red,500,128.99,87.14,12.05,66.42,84.78,9.52,170.15
2179,England,35,0,Employed,1,Blue,250,5.54,12,1.86,6.95,15.07,2.33,47.77
2180,Scotland,19,0,Student,1,Red,250,17.42,17.74,1.21,49.71,29.97,0.28,58.98
2181,England,42,0,Student,0,Red,1000,15.09,24.47,30.19,169.01,84.28,14.87,220.13
2182,England,50,0,Unemployed,1,Black,250,5.3,10.23,5.14,5.86,11.29,5.68,18.56
2183,England,54,1,Employed,1,Red,500,47.37,148.77,82.93,52.36,139.39,45.89,181.7
2184,England,56,0,Retired,0,Blue,500,27.68,38.26,35.33,20.21,27.93,25.79,64.82
2185,England,41,0,Employed,1,Black,500,24.67,48.68,26.06,100.31,76.59,7.59,201.54
2186,England,42,1,Unemployed,1,Red,250,0,0,0,0,0,0,20.18
2187,England,38,1,Employed,1,Red,500,129.87,117.63,31.13,0,108.71,7.45,147.19
2188,England,51,0,Self-employed,1,Blue,1000,60.45,32.95,44.04,107.74,74.18,78.49,108.68
2189,England,30,0,Employed,1,Red,500,0,47.04,3.6,42.91,51.88,27.77,182.53
2190,England,43,0,Student,0,Blue,250,7.91,15.99,4.95,6.77,13.68,1.92,36.13
2191,England,38,0,Student,1,Blue,500,33.41,34.89,34.65,14.53,15.17,15.06,99.38
2193,England,37,1,Employed,1,Black,250,13.11,0,13.18,11.2,0,30.68,100.88
2194,England,51,0,Self-employed,1,Blue,250,19.68,38.87,8.9,9.56,18.87,4.32,31.87
2195,England,74,0,Retired,0,Red,250,23.98,27.25,6.91,38.81,35.43,87.52,83.44
2196,Scotland,53,0,Retired,1,Red,500,25.12,31.97,31.81,24.65,31.38,31.22,75.08
2197,England,57,0,Employed,1,Red,500,124.64,0,18.51,0,39.34,45.81,89.2
2198,England,58,1,Employed,0,Black,250,0,72.35,31,53.73,62.49,17.1,86.29
2199,England,64,0,Retired,1,Red,250,0,27.71,67.66,0,29.55,44.41,80.58
2200,England,26,0,Employed,1,Red,250,11.75,9.24,13.18,47.55,13.9,12.39,48.42
2201,England,31,1,Employed,1,Black,500,127.6,148.51,21.45,121.88,136.22,17.06,216.68
2202,Wales,39,1,Employed,1,Blue,500,139.77,129.34,83.16,127.41,114.48,61.9,204.23
2203,England,39,0,Self-employed,0,Black,250,16.77,26.44,10.95,2.85,4.49,1.86,21.53
2204,England,42,1,Employed,1,Red,500,71.09,113.09,46.15,124.73,126.74,3.73,238.66
2205,England,46,0,Self-employed,1,Black,250,7.36,17.73,4.24,8.48,20.44,4.89,34.34
2206,England,64,0,Retired,1,Black,250,22.61,20.47,45.4,21.59,34.27,44.21,46.35
2207,England,45,0,Student,1,Black,250,14.3,21.25,14.81,6.65,9.89,6.89,11.75
2208,England,71,0,Retired,1,Black,250,3.16,6.5,1.16,3.52,7.22,1.29,16.06
2209,England,56,0,Employed,0,Red,1000,12.47,138.75,102.5,50.89,137.27,109.22,196.72
2210,England,56,0,Employed,0,Black,250,0,0,0,11.67,30.28,9.63,4.55
2211,England,63,0,Retired,0,Black,500,19.28,18.8,12.84,53.42,17.6,12.02,11.93
2212,England,52,0,Retired,1,Red,250,8.67,27.37,5.58,10.73,33.88,6.91,36.79
2213,England,40,0,Employed,1,Red,1000,93.6,101.07,166.32,32.1,82.9,2.19,241.44
2214,England,72,0,Retired,0,Red,1000,280.37,140.02,240.57,93.59,126.21,67.21,335.12
2215,England,53,0,Retired,1,Red,250,12.29,32.11,8.4,11.6,30.29,7.92,18.49
2216,England,59,0,Employed,0,Red,500,76.53,10.05,0,69.97,25.92,96.77,85.68
2217,England,29,1,Employed,1,Black,500,145.37,121.9,1.5,99.19,0,9.97,21.24
2218,England,65,0,Retired,1,Black,250,72.76,16.3,0,30.73,18.68,19.35,96.83
2219,England,46,0,Employed,1,Black,500,128.76,63.09,108.06,101.03,51.52,110.88,244.67
2220,England,56,0,Retired,1,Black,500,18.69,76.27,26.79,10.69,15.47,15.32,55.38
2221,England,30,0,Self-employed,1,Red,250,4.56,11.05,3.24,3.32,8.04,2.35,16.45
2222,England,29,1,Employed,0,Black,250,0,58.04,11.33,55.01,64.03,15.92,98.86
2223,England,22,0,Student,1,Red,500,18.47,23.83,18.49,14.95,19.29,14.96,46.78
2224,England,67,0,Student,0,Red,1000,0,133.38,0,0,0,164.5,22.15
2225,England,42,1,Self-employed,0,Red,500,0,126.69,42.71,59.05,116.33,2.66,99.96
2226,England,50,0,Unemployed,0,Red,1000,140.19,87,105.46,0,85.29,46.26,236.69
2227,Wales,44,0,Unemployed,0,Black,250,4.74,10.49,6.28,4.49,9.93,5.95,11.05
2228,England,46,0,Employed,0,Red,250,0,0,0,0,0,0,0
2229,Wales,44,0,Employed,1,Blue,1000,0,36.71,106.72,161.39,28.37,9.38,194.28
2230,Scotland,39,1,Employed,1,Red,500,41.97,110.35,37.86,76.67,109.21,78.93,188.2
2231,England,60,0,Retired,1,Red,1000,94.77,48.52,45.27,71.91,36.82,34.35,71.26
2232,England,79,0,Retired,1,Red,1000,0,142.12,264.78,0,187.8,18.2,494.05
2233,England,53,0,Employed,1,Red,250,20.99,4.53,47.48,23.09,20.55,65.04,94.72
2234,England,52,1,Student,1,Red,250,50.24,43.09,41.06,49.91,47.73,36.13,75.19
2235,England,46,0,Employed,0,Red,500,0,26.22,83.76,0,44.09,13.99,132.76
2236,England,37,1,Self-employed,0,Red,250,11.46,22.99,9.17,19.71,39.54,15.77,4.69
2237,England,49,0,Unemployed,0,Black,500,37.87,68.7,52.61,103.84,92.89,43.63,190.54
2238,England,30,0,Student,1,Blue,250,13.2,25.22,12.75,13,24.83,12.56,51.67
2239,England,65,0,Retired,0,Red,1000,77.6,30.44,20.25,84.33,33.08,22.01,181.96
2240,England,42,0,Employed,1,Black,250,21.77,0,16.75,0,38.09,22.2,42.15
2241,England,45,1,Employed,0,Red,500,0,0,45.55,0,130.53,63.87,182.74
2242,Scotland,50,0,Self-employed,1,Red,1000,58.28,0,16.63,151.08,0,224.28,352.27
2243,England,59,1,Student,1,Red,1000,107.11,0,243.66,114.78,0,259.78,490.83
2244,England,52,0,Student,0,Red,500,88.23,43.85,22.14,0,60.56,32.83,74.84
2245,Northern Ireland,66,0,Employed,1,Red,1000,181.5,89.59,278.62,159.73,0,380.16,407.39
2246,Northern Ireland,36,1,Employed,1,Red,500,82.55,87.25,71.28,0,99.38,48.14,101.25
2247,England,43,0,Student,1,Blue,250,27.46,48.59,6.45,11.62,20.56,2.88,58.4
2248,England,45,0,Self-employed,1,Black,250,5.22,10.46,4.2,3.56,7.14,2.87,47.17
2249,England,47,0,Student,1,Blue,250,15.33,26.02,6.66,5.58,9.47,2.42,6.81
2250,England,44,1,Student,1,Red,250,31.48,54.83,36.74,0,45.34,23.92,59.7
2251,England,54,0,Student,1,Red,500,133.85,0,42.84,57.77,47.11,39.43,205.3
2252,England,65,0,Student,0,Red,500,84.36,14.81,58.9,103.89,54.84,39.09,207.65
2253,England,82,0,Student,1,Black,250,60.36,13.96,78.52,55.05,26.84,32.74,115.24
2254,England,66,0,Unemployed,1,Red,500,127.87,19.46,28.15,42.74,39.82,133.06,180.56
2255,England,37,0,Unemployed,1,Red,500,12.99,22.77,11.3,12.29,21.55,10.7,24.64
2256,England,19,0,Unemployed,1,Red,250,21.51,34.93,0.9,18.61,41.54,1.15,69.21
2257,England,42,0,Student,1,Black,1000,94.13,139.06,75.6,223.38,150.12,10.57,252.14
2258,England,64,1,Retired,1,Blue,250,7.85,18.22,5.14,8.08,18.74,5.29,35.87
2259,England,44,0,Employed,1,Red,500,126.66,8.53,20.28,63.77,11.09,31.48,133.12
2260,England,42,0,Unemployed,0,Red,500,20.32,25.22,17.43,20.29,25.18,17.41,51.33
2261,England,55,0,Retired,0,Black,250,15.29,27.47,14.63,0,0,0,75
2262,England,56,0,Employed,1,Red,500,0,7.35,35.39,0,9.4,67.66,149.62
2263,England,42,0,Self-employed,0,Black,500,20.49,28.34,27.82,0.39,0.55,0.54,101.87
2265,England,53,0,Retired,0,Blue,250,4.63,13.98,4.72,3.83,11.58,3.91,20.29
2266,England,67,0,Self-employed,0,Red,500,14.46,23.05,125.08,0,27.72,7.47,59.47
2267,England,37,0,Student,1,Blue,250,0,18.15,0,0,22.13,0,24.67
2268,England,68,0,Retired,0,Black,250,3.14,12.09,1.42,1.39,5.36,0.63,19.98
2269,England,72,0,Retired,0,Red,250,38.49,25.69,78.2,0,20.92,10.71,67.82
2270,Scotland,51,1,Employed,0,Blue,250,13.24,22.4,6.13,11.14,18.85,5.16,39.31
2271,England,34,1,Employed,0,Red,500,83.69,0,21.63,0,0,43.57,108.3
2272,England,71,0,Student,1,Black,250,13.95,37.92,0,40.73,48.68,0,124.27
2273,England,18,0,Self-employed,1,Blue,250,0,0,0,0,0,0,0
2274,England,55,1,Student,1,Red,250,29.7,63.91,0,10.95,57.62,44.02,109.13
2275,Scotland,30,0,Self-employed,1,Black,500,25.82,30.34,20.99,61.48,72.25,31.28,0
2276,Scotland,44,1,Employed,1,Black,250,0,33.99,0.78,27.96,21.49,21.63,83.87
2277,England,86,0,Retired,1,Red,250,0,17.44,52.21,0,14.46,89.1,14.38
2278,England,61,0,Self-employed,1,Red,250,30.74,23.26,5.85,30.72,23.12,43.85,76.72
2279,England,60,0,Student,1,Red,250,19.96,18.99,45.29,55.59,28.82,31.57,73.28
2280,Scotland,41,1,Self-employed,0,Blue,250,9.35,20.73,7.59,12.75,28.29,10.36,44.2
2281,England,58,0,Employed,0,Red,250,21.67,7.07,19.52,49.4,25.22,32.47,129.46
2282,England,36,0,Student,1,Black,250,7.79,22.17,12.4,11.78,33.51,18.75,0
2283,England,28,1,Employed,1,Red,500,110.7,0,21.39,110.19,0,38.6,58.02
2284,England,60,0,Student,1,Red,250,36,30.03,1.8,26.46,22.43,29.84,79.67
2285,England,60,0,Unemployed,0,Blue,1000,35.3,19.17,20.95,55.64,30.22,33.02,143.66
2286,England,56,0,Retired,0,Blue,1000,0,41.46,0,0,14.57,0,23.18
2287,England,51,0,Self-employed,1,Red,250,54.41,19.28,32.83,56.54,14.54,3.28,79.05
2288,England,47,0,Self-employed,1,Black,500,31.62,28.78,28.56,23.3,21.21,21.05,112.71
2289,England,48,0,Employed,0,Black,500,132.79,43.73,12.15,99.79,59.56,51,174.94
2290,England,32,0,Student,1,Blue,250,3.84,7.51,1.11,10,19.59,2.9,7.61
2291,England,36,1,Employed,0,Red,500,0,0,56.39,85.94,60.61,19.2,207.58
2292,England,25,1,Employed,1,Black,250,21.14,67.6,2.35,24.91,66.02,4.34,100.98
2293,England,18,0,Employed,1,Black,250,44.22,26.51,0,33.65,28.09,0,71.56
2294,England,55,0,Employed,1,Black,500,0,0,136.4,88.28,0,126.82,97.89
2295,England,50,1,Student,0,Red,250,0,52.55,23.19,59.73,46.32,20.34,96.89
2296,Scotland,58,0,Retired,0,Blue,250,9.73,14.13,6.33,5.73,12.59,5.64,20.85
2297,England,66,1,Retired,0,Red,500,17.66,30.44,28.96,7.48,12.9,12.27,18.93
2298,England,33,1,Employed,1,Red,500,143.96,86.26,59.4,89.25,0,16.87,196.21
